0 
12.036989 10.444632 -0.006901 0.001171
8.651978 10.522240 -0.005397 -0.004458
8.855401 12.169825 -0.006683 0.002083
7.717337 10.404493 -0.000039 0.007000
8.466395 12.140276 0.002410 0.006572
9.160121 11.124649 0.006971 0.000638
11.646853 10.453968 0.006985 0.000464
11.295335 12.379230 -0.004755 0.005138
11.922057 8.775472 0.006944 -0.000887
8.983816 11.788988 0.000358 0.006991
12.103874 9.244597 0.004784 0.005110
10.699406 10.295054 -0.006567 0.002425
11.530181 12.099607 0.007000 -0.000083
9.059536 7.909998 -0.001976 0.006715
8.686631 12.191451 -0.004520 -0.005345
9.113597 7.781059 0.003576 -0.006017
9.840308 9.591228 0.006045 0.003529
9.694353 10.893500 0.006727 -0.001935
9.988586 10.724586 0.006677 -0.002100
10.444195 11.661915 -0.005078 -0.004818
7.833248 11.991072 0.003423 -0.006106
11.004869 10.772840 -0.006586 0.002371
12.146581 8.139650 -0.005587 -0.004217
12.404699 8.667604 -0.006693 0.002051
10.641253 12.345592 -0.006918 0.001065
10.477519 11.380617 0.006735 -0.001908
8.285863 7.757150 -0.005532 0.004290
9.577951 8.757357 0.005995 0.003613
8.800188 9.954553 -0.005382 -0.004476
10.458817 11.840406 -0.006321 -0.003008
8.191928 8.035204 -0.006995 -0.000269
8.526911 9.935814 0.000237 -0.006996
12.491732 10.367682 0.006431 -0.002765
12.485182 8.812621 0.000210 0.006997
8.823197 10.674263 -0.001742 -0.006780
10.118132 9.678357 0.002796 -0.006418
12.218684 10.051970 -0.006685 0.002075
8.108941 11.960859 0.006982 0.000507
10.437220 9.951455 -0.005042 -0.004856
8.302451 7.784583 -0.001290 0.006880
11.605619 11.621727 0.005092 -0.004804
9.144830 11.153743 -0.006980 0.000534
10.500948 8.854984 -0.006845 0.001465
8.822768 8.202249 0.004883 -0.005015
7.586305 9.350345 0.003001 0.006324
8.650206 7.699398 0.005143 -0.004749
10.202929 7.651824 -0.004870 0.005028
9.755465 12.485334 -0.007000 -0.000036
